,thread_count,queue_size,iat_scale,machine,tag,workload,t1_size_mb,t2_size_mb,it,status
366,16,128,1,c220g1,cl_hdd_0_26,w82,500,1300,0,-1
367,16,128,1,c220g1,cl_hdd_0_26,w82,500,1300,1,-1
368,16,128,1,c220g1,cl_hdd_0_26,w82,500,1300,2,-1
369,16,128,1,c220g1,cl_hdd_0_26,w82,1000,0,0,515169
370,16,128,1,c220g1,cl_hdd_0_26,w82,1000,0,1,522474
371,16,128,1,c220g1,cl_hdd_0_26,w82,1000,0,2,517698
372,16,128,1,c220g1,cl_hdd_0_26,w82,1000,500,0,-1
373,16,128,1,c220g1,cl_hdd_0_26,w82,1000,500,1,-1
374,16,128,1,c220g1,cl_hdd_0_26,w82,1000,500,2,-1
375,16,128,1,c220g1,cl_hdd_0_26,w82,1000,1000,0,-1
376,16,128,1,c220g1,cl_hdd_0_26,w82,1000,1000,1,-1
377,16,128,1,c220g1,cl_hdd_0_26,w82,1000,1000,2,-1
378,16,128,1,c220g1,cl_hdd_0_26,w82,1000,5000,0,-1
379,16,128,1,c220g1,cl_hdd_0_26,w82,1000,5000,1,-1
380,16,128,1,c220g1,cl_hdd_0_26,w82,1000,5000,2,-1
381,16,128,1,c220g1,cl_hdd_0_26,w82,1000,10000,0,-1
382,16,128,1,c220g1,cl_hdd_0_26,w82,1000,10000,1,-1
383,16,128,1,c220g1,cl_hdd_0_26,w82,1000,10000,2,-1
384,16,128,1,c220g1,cl_hdd_0_26,w82,1000,700,0,-1
385,16,128,1,c220g1,cl_hdd_0_26,w82,1000,700,1,-1
386,16,128,1,c220g1,cl_hdd_0_26,w82,1000,700,2,-1
387,16,128,1,c220g1,cl_hdd_0_26,w82,1000,4000,0,-1
388,16,128,1,c220g1,cl_hdd_0_26,w82,1000,4000,1,-1
389,16,128,1,c220g1,cl_hdd_0_26,w82,1000,4000,2,-1
390,16,128,1,c220g1,cl_hdd_0_26,w82,1000,6000,0,-1
391,16,128,1,c220g1,cl_hdd_0_26,w82,1000,6000,1,-1
392,16,128,1,c220g1,cl_hdd_0_26,w82,1000,6000,2,-1
393,16,128,1,c220g1,cl_hdd_0_26,w82,1000,7000,0,-1
394,16,128,1,c220g1,cl_hdd_0_26,w82,1000,7000,1,-1
395,16,128,1,c220g1,cl_hdd_0_26,w82,1000,7000,2,-1
396,16,128,1,c220g1,cl_hdd_0_26,w82,1500,0,0,503126
397,16,128,1,c220g1,cl_hdd_0_26,w82,1500,0,1,510274
398,16,128,1,c220g1,cl_hdd_0_26,w82,1500,0,2,510593
399,16,128,1,c220g1,cl_hdd_0_26,w82,1500,500,0,-1
400,16,128,1,c220g1,cl_hdd_0_26,w82,1500,500,1,-1
401,16,128,1,c220g1,cl_hdd_0_26,w82,1500,500,2,-1
402,16,128,1,c220g1,cl_hdd_0_26,w82,1500,1000,0,-1
403,16,128,1,c220g1,cl_hdd_0_26,w82,1500,1000,1,-1
404,16,128,1,c220g1,cl_hdd_0_26,w82,1500,1000,2,-1
405,16,128,1,c220g1,cl_hdd_0_26,w82,1500,5000,0,-1
406,16,128,1,c220g1,cl_hdd_0_26,w82,1500,5000,1,-1
407,16,128,1,c220g1,cl_hdd_0_26,w82,1500,5000,2,-1
408,16,128,1,c220g1,cl_hdd_0_26,w82,1500,10000,0,-1
409,16,128,1,c220g1,cl_hdd_0_26,w82,1500,10000,1,-1
410,16,128,1,c220g1,cl_hdd_0_26,w82,1500,10000,2,-1
411,16,128,1,c220g1,cl_hdd_0_26,w82,2000,0,0,522842
412,16,128,1,c220g1,cl_hdd_0_26,w82,2000,0,1,527660
413,16,128,1,c220g1,cl_hdd_0_26,w82,2000,0,2,534864
414,16,128,1,c220g1,cl_hdd_0_26,w82,2000,1000,0,-1
415,16,128,1,c220g1,cl_hdd_0_26,w82,2000,1000,1,-1
416,16,128,1,c220g1,cl_hdd_0_26,w82,2000,1000,2,-1
417,16,128,1,c220g1,cl_hdd_0_26,w82,2000,5000,0,-1
418,16,128,1,c220g1,cl_hdd_0_26,w82,2000,5000,1,-1
419,16,128,1,c220g1,cl_hdd_0_26,w82,2000,5000,2,-1
420,16,128,1,c220g1,cl_hdd_0_26,w81,1000,0,0,538727
421,16,128,1,c220g1,cl_hdd_0_26,w81,1000,0,1,538721
422,16,128,1,c220g1,cl_hdd_0_26,w81,1000,0,2,538713
423,16,128,1,c220g1,cl_hdd_0_26,w81,1000,5000,0,-1
424,16,128,1,c220g1,cl_hdd_0_26,w81,1000,5000,1,-1
425,16,128,1,c220g1,cl_hdd_0_26,w81,1000,5000,2,-1
426,16,128,1,c220g1,cl_hdd_0_26,w81,1000,10000,0,-1
427,16,128,1,c220g1,cl_hdd_0_26,w81,1000,10000,1,-1
428,16,128,1,c220g1,cl_hdd_0_26,w81,1000,10000,2,-1
429,16,128,1,c220g1,cl_hdd_0_26,w81,1000,15000,0,-1
430,16,128,1,c220g1,cl_hdd_0_26,w81,1000,15000,1,-1
431,16,128,1,c220g1,cl_hdd_0_26,w81,1000,15000,2,-1
432,16,128,1,c220g1,cl_hdd_0_26,w81,1000,20000,0,-1
433,16,128,1,c220g1,cl_hdd_0_26,w81,1000,20000,1,-1
434,16,128,1,c220g1,cl_hdd_0_26,w81,1000,20000,2,-1
435,16,128,1,c220g1,cl_hdd_0_26,w81,2000,0,0,519688
436,16,128,1,c220g1,cl_hdd_0_26,w81,2000,0,1,517388
437,16,128,1,c220g1,cl_hdd_0_26,w81,2000,0,2,517302
438,16,128,1,c220g1,cl_hdd_0_26,w81,2000,5000,0,-1
439,16,128,1,c220g1,cl_hdd_0_26,w81,2000,5000,1,-1
440,16,128,1,c220g1,cl_hdd_0_26,w81,2000,5000,2,-1
441,16,128,1,c220g1,cl_hdd_0_26,w81,2000,10000,0,-1
442,16,128,1,c220g1,cl_hdd_0_26,w81,2000,10000,1,-1
443,16,128,1,c220g1,cl_hdd_0_26,w81,2000,10000,2,-1
444,16,128,1,c220g1,cl_hdd_0_26,w81,2000,15000,0,-1
445,16,128,1,c220g1,cl_hdd_0_26,w81,2000,15000,1,-1
446,16,128,1,c220g1,cl_hdd_0_26,w81,2000,15000,2,-1
447,16,128,1,c220g1,cl_hdd_0_26,w81,2000,20000,0,-1
448,16,128,1,c220g1,cl_hdd_0_26,w81,2000,20000,1,-1
449,16,128,1,c220g1,cl_hdd_0_26,w81,2000,20000,2,-1
450,16,128,1,c220g1,cl_hdd_0_26,w81,5000,0,0,505299
451,16,128,1,c220g1,cl_hdd_0_26,w81,5000,0,1,502732
452,16,128,1,c220g1,cl_hdd_0_26,w81,5000,0,2,507750
453,16,128,1,c220g1,cl_hdd_0_26,w81,5000,5000,0,-1
454,16,128,1,c220g1,cl_hdd_0_26,w81,5000,5000,1,-1
455,16,128,1,c220g1,cl_hdd_0_26,w81,5000,5000,2,-1
456,16,128,1,c220g1,cl_hdd_0_26,w81,5000,10000,0,-1
457,16,128,1,c220g1,cl_hdd_0_26,w81,5000,10000,1,-1
458,16,128,1,c220g1,cl_hdd_0_26,w81,5000,10000,2,-1
459,16,128,1,c220g1,cl_hdd_0_26,w81,5000,15000,0,-1
460,16,128,1,c220g1,cl_hdd_0_26,w81,5000,15000,1,-1
461,16,128,1,c220g1,cl_hdd_0_26,w81,5000,15000,2,-1
462,16,128,1,c220g1,cl_hdd_0_26,w81,5000,20000,0,-1
463,16,128,1,c220g1,cl_hdd_0_26,w81,5000,20000,1,-1
464,16,128,1,c220g1,cl_hdd_0_26,w81,5000,20000,2,-1
465,16,128,1,c220g1,cl_hdd_0_26,w81,15000,0,0,480706
466,16,128,1,c220g1,cl_hdd_0_26,w81,15000,0,1,480643
467,16,128,1,c220g1,cl_hdd_0_26,w81,15000,0,2,478254
468,16,128,1,c220g1,cl_hdd_0_26,w81,15000,5000,0,-1
469,16,128,1,c220g1,cl_hdd_0_26,w81,15000,5000,1,-1
470,16,128,1,c220g1,cl_hdd_0_26,w81,15000,5000,2,-1
471,16,128,1,c220g1,cl_hdd_0_26,w81,15000,10000,0,-1
472,16,128,1,c220g1,cl_hdd_0_26,w81,15000,10000,1,-1
473,16,128,1,c220g1,cl_hdd_0_26,w81,15000,10000,2,-1
474,16,128,1,c220g1,cl_hdd_0_26,w81,15000,15000,0,-1
475,16,128,1,c220g1,cl_hdd_0_26,w81,15000,15000,1,-1
476,16,128,1,c220g1,cl_hdd_0_26,w81,15000,15000,2,-1
477,16,128,1,c220g1,cl_hdd_0_26,w81,16000,0,0,478292
478,16,128,1,c220g1,cl_hdd_0_26,w81,16000,0,1,478285
479,16,128,1,c220g1,cl_hdd_0_26,w81,16000,0,2,475837
480,16,128,1,c220g1,cl_hdd_0_26,w81,16000,5000,0,-1
481,16,128,1,c220g1,cl_hdd_0_26,w81,16000,5000,1,-1
482,16,128,1,c220g1,cl_hdd_0_26,w81,16000,5000,2,-1
483,16,128,1,c220g1,cl_hdd_0_26,w81,16000,10000,0,-1
484,16,128,1,c220g1,cl_hdd_0_26,w81,16000,10000,1,-1
485,16,128,1,c220g1,cl_hdd_0_26,w81,16000,10000,2,-1
486,16,128,1,c220g1,cl_hdd_0_26,w81,17000,0,0,473381
487,16,128,1,c220g1,cl_hdd_0_26,w81,17000,0,1,475927
488,16,128,1,c220g1,cl_hdd_0_26,w81,17000,0,2,473442
489,16,128,1,c220g1,cl_hdd_0_26,w81,17000,5000,0,-1
490,16,128,1,c220g1,cl_hdd_0_26,w81,17000,5000,1,-1
491,16,128,1,c220g1,cl_hdd_0_26,w81,17000,5000,2,-1
492,16,128,1,c220g1,cl_hdd_0_26,w81,17000,10000,0,-1
493,16,128,1,c220g1,cl_hdd_0_26,w81,17000,10000,1,-1
494,16,128,1,c220g1,cl_hdd_0_26,w81,17000,10000,2,-1
495,16,128,1,c220g1,cl_hdd_0_26,w81,18000,0,0,471078
496,16,128,1,c220g1,cl_hdd_0_26,w81,18000,0,1,470993
497,16,128,1,c220g1,cl_hdd_0_26,w81,18000,0,2,471068
498,16,128,1,c220g1,cl_hdd_0_26,w81,18000,5000,0,-1
499,16,128,1,c220g1,cl_hdd_0_26,w81,18000,5000,1,-1
500,16,128,1,c220g1,cl_hdd_0_26,w81,18000,5000,2,-1
501,16,128,1,c220g1,cl_hdd_0_26,w81,18000,10000,0,-1
502,16,128,1,c220g1,cl_hdd_0_26,w81,18000,10000,1,-1
503,16,128,1,c220g1,cl_hdd_0_26,w81,18000,10000,2,-1
504,16,128,1,c220g1,cl_hdd_0_26,w81,25000,0,0,226823
505,16,128,1,c220g1,cl_hdd_0_26,w81,25000,0,1,212470
506,16,128,1,c220g1,cl_hdd_0_26,w81,25000,0,2,226917
507,16,128,1,c220g1,cl_hdd_0_26,w31,3000,0,0,9642926
508,16,128,1,c220g1,cl_hdd_0_26,w31,3000,0,1,9858371
509,16,128,1,c220g1,cl_hdd_0_26,w31,3000,0,2,9675725
510,16,128,1,c220g1,cl_hdd_0_26,w31,3000,9000,0,-1
511,16,128,1,c220g1,cl_hdd_0_26,w31,3000,9000,1,-1
512,16,128,1,c220g1,cl_hdd_0_26,w31,3000,9000,2,-1
513,16,128,1,c220g1,cl_hdd_0_26,w31,3000,10000,0,-1
514,16,128,1,c220g1,cl_hdd_0_26,w31,3000,10000,1,-1
515,16,128,1,c220g1,cl_hdd_0_26,w31,3000,10000,2,-1
516,16,128,1,c220g1,cl_hdd_0_26,w31,3000,20000,0,-1
517,16,128,1,c220g1,cl_hdd_0_26,w31,3000,20000,1,-1
518,16,128,1,c220g1,cl_hdd_0_26,w31,3000,20000,2,-1
519,16,128,1,c220g1,cl_hdd_0_26,w31,3000,30000,0,-1
520,16,128,1,c220g1,cl_hdd_0_26,w31,3000,30000,1,-1
521,16,128,1,c220g1,cl_hdd_0_26,w31,3000,30000,2,-1
522,16,128,1,c220g1,cl_hdd_0_26,w31,3000,40000,0,-1
523,16,128,1,c220g1,cl_hdd_0_26,w31,3000,40000,1,-1
524,16,128,1,c220g1,cl_hdd_0_26,w31,3000,40000,2,-1
525,16,128,1,c220g1,cl_hdd_0_26,w31,3000,50000,0,-1
526,16,128,1,c220g1,cl_hdd_0_26,w31,3000,50000,1,-1
527,16,128,1,c220g1,cl_hdd_0_26,w31,3000,50000,2,-1
528,16,128,1,c220g1,cl_hdd_0_26,w31,3000,70000,0,-1
529,16,128,1,c220g1,cl_hdd_0_26,w31,3000,70000,1,-1
530,16,128,1,c220g1,cl_hdd_0_26,w31,3000,70000,2,-1
531,16,128,1,c220g1,cl_hdd_0_26,w31,3000,100000,0,-1
532,16,128,1,c220g1,cl_hdd_0_26,w31,3000,100000,1,-1
533,16,128,1,c220g1,cl_hdd_0_26,w31,3000,100000,2,-1
534,16,128,1,c220g1,cl_hdd_0_26,w31,3000,150000,0,-1
535,16,128,1,c220g1,cl_hdd_0_26,w31,3000,150000,1,-1
536,16,128,1,c220g1,cl_hdd_0_26,w31,3000,150000,2,-1
537,16,128,1,c220g1,cl_hdd_0_26,w31,4000,0,0,9751077
538,16,128,1,c220g1,cl_hdd_0_26,w31,4000,0,1,9672977
539,16,128,1,c220g1,cl_hdd_0_26,w31,4000,0,2,9788590
540,16,128,1,c220g1,cl_hdd_0_26,w31,4000,9000,0,-1
541,16,128,1,c220g1,cl_hdd_0_26,w31,4000,9000,1,-1
542,16,128,1,c220g1,cl_hdd_0_26,w31,4000,9000,2,-1
543,16,128,1,c220g1,cl_hdd_0_26,w31,4000,10000,0,-1
544,16,128,1,c220g1,cl_hdd_0_26,w31,4000,10000,1,-1
545,16,128,1,c220g1,cl_hdd_0_26,w31,4000,10000,2,-1
546,16,128,1,c220g1,cl_hdd_0_26,w31,4000,20000,0,-1
547,16,128,1,c220g1,cl_hdd_0_26,w31,4000,20000,1,-1
548,16,128,1,c220g1,cl_hdd_0_26,w31,4000,20000,2,-1
549,16,128,1,c220g1,cl_hdd_0_26,w31,4000,30000,0,-1
550,16,128,1,c220g1,cl_hdd_0_26,w31,4000,30000,1,-1
551,16,128,1,c220g1,cl_hdd_0_26,w31,4000,30000,2,-1
552,16,128,1,c220g1,cl_hdd_0_26,w31,4000,40000,0,-1
553,16,128,1,c220g1,cl_hdd_0_26,w31,4000,40000,1,-1
554,16,128,1,c220g1,cl_hdd_0_26,w31,4000,40000,2,-1
555,16,128,1,c220g1,cl_hdd_0_26,w31,4000,50000,0,-1
556,16,128,1,c220g1,cl_hdd_0_26,w31,4000,50000,1,-1
557,16,128,1,c220g1,cl_hdd_0_26,w31,4000,50000,2,-1
558,16,128,1,c220g1,cl_hdd_0_26,w31,4000,50000,0,-1
559,16,128,1,c220g1,cl_hdd_0_26,w31,4000,50000,1,-1
560,16,128,1,c220g1,cl_hdd_0_26,w31,4000,50000,2,-1
561,16,128,1,c220g1,cl_hdd_0_26,w31,4000,70000,0,-1
562,16,128,1,c220g1,cl_hdd_0_26,w31,4000,70000,1,-1
563,16,128,1,c220g1,cl_hdd_0_26,w31,4000,70000,2,-1
564,16,128,1,c220g1,cl_hdd_0_26,w31,4000,100000,0,-1
565,16,128,1,c220g1,cl_hdd_0_26,w31,4000,100000,1,-1
566,16,128,1,c220g1,cl_hdd_0_26,w31,4000,100000,2,-1
567,16,128,1,c220g1,cl_hdd_0_26,w31,4000,150000,0,-1
568,16,128,1,c220g1,cl_hdd_0_26,w31,4000,150000,1,-1
569,16,128,1,c220g1,cl_hdd_0_26,w31,4000,150000,2,-1
570,16,128,1,c220g1,cl_hdd_0_26,w31,5000,0,0,9908932
571,16,128,1,c220g1,cl_hdd_0_26,w31,5000,0,1,9871124
572,16,128,1,c220g1,cl_hdd_0_26,w31,5000,0,2,9909135
573,16,128,1,c220g1,cl_hdd_0_26,w31,5000,50000,0,-1
574,16,128,1,c220g1,cl_hdd_0_26,w31,5000,50000,1,-1
575,16,128,1,c220g1,cl_hdd_0_26,w31,5000,50000,2,-1
576,16,128,1,c220g1,cl_hdd_0_26,w31,5000,70000,0,-1
577,16,128,1,c220g1,cl_hdd_0_26,w31,5000,70000,1,-1
578,16,128,1,c220g1,cl_hdd_0_26,w31,5000,70000,2,-1
579,16,128,1,c220g1,cl_hdd_0_26,w31,5000,100000,0,-1
580,16,128,1,c220g1,cl_hdd_0_26,w31,5000,100000,1,-1
581,16,128,1,c220g1,cl_hdd_0_26,w31,5000,100000,2,-1
582,16,128,1,c220g1,cl_hdd_0_26,w31,5000,150000,0,-1
583,16,128,1,c220g1,cl_hdd_0_26,w31,5000,150000,1,-1
584,16,128,1,c220g1,cl_hdd_0_26,w31,5000,150000,2,-1
585,16,128,1,c220g1,cl_hdd_0_26,w31,10000,0,0,9766368
586,16,128,1,c220g1,cl_hdd_0_26,w31,10000,0,1,10019324
587,16,128,1,c220g1,cl_hdd_0_26,w31,10000,0,2,9891529
588,16,128,1,c220g1,cl_hdd_0_26,w31,10000,50000,0,-1
589,16,128,1,c220g1,cl_hdd_0_26,w31,10000,50000,1,-1
590,16,128,1,c220g1,cl_hdd_0_26,w31,10000,50000,2,-1
591,16,128,1,c220g1,cl_hdd_0_26,w31,10000,70000,0,-1
592,16,128,1,c220g1,cl_hdd_0_26,w31,10000,70000,1,-1
593,16,128,1,c220g1,cl_hdd_0_26,w31,10000,70000,2,-1
594,16,128,1,c220g1,cl_hdd_0_26,w31,10000,100000,0,-1
595,16,128,1,c220g1,cl_hdd_0_26,w31,10000,100000,1,-1
596,16,128,1,c220g1,cl_hdd_0_26,w31,10000,100000,2,-1
597,16,128,1,c220g1,cl_hdd_0_26,w31,10000,150000,0,-1
598,16,128,1,c220g1,cl_hdd_0_26,w31,10000,150000,1,-1
599,16,128,1,c220g1,cl_hdd_0_26,w31,10000,150000,2,-1
600,16,128,1,c220g1,cl_hdd_0_26,w31,20000,0,0,9928388
601,16,128,1,c220g1,cl_hdd_0_26,w31,20000,0,1,10025150
602,16,128,1,c220g1,cl_hdd_0_26,w31,20000,0,2,894
603,16,128,1,c220g1,cl_hdd_0_26,w31,20000,50000,0,-1
604,16,128,1,c220g1,cl_hdd_0_26,w31,20000,50000,1,-1
605,16,128,1,c220g1,cl_hdd_0_26,w31,20000,50000,2,-1
606,16,128,1,c220g1,cl_hdd_0_26,w31,20000,70000,0,-1
607,16,128,1,c220g1,cl_hdd_0_26,w31,20000,70000,1,-1
608,16,128,1,c220g1,cl_hdd_0_26,w31,20000,70000,2,-1
609,16,128,1,c220g1,cl_hdd_0_26,w31,20000,100000,0,-1
610,16,128,1,c220g1,cl_hdd_0_26,w31,20000,100000,1,-1
611,16,128,1,c220g1,cl_hdd_0_26,w31,20000,100000,2,-1
612,16,128,1,c220g1,cl_hdd_0_26,w31,20000,150000,0,-1
613,16,128,1,c220g1,cl_hdd_0_26,w31,20000,150000,1,-1
614,16,128,1,c220g1,cl_hdd_0_26,w31,20000,150000,2,-1
615,16,128,1,c220g1,cl_hdd_0_26,w77,500,0,0,805402
616,16,128,1,c220g1,cl_hdd_0_26,w77,500,0,1,807717
617,16,128,1,c220g1,cl_hdd_0_26,w77,500,0,2,805342
618,16,128,1,c220g1,cl_hdd_0_26,w77,500,1000,0,-1
619,16,128,1,c220g1,cl_hdd_0_26,w77,500,1000,1,-1
620,16,128,1,c220g1,cl_hdd_0_26,w77,500,1000,2,-1
621,16,128,1,c220g1,cl_hdd_0_26,w77,500,2000,0,-1
622,16,128,1,c220g1,cl_hdd_0_26,w77,500,2000,1,-1
623,16,128,1,c220g1,cl_hdd_0_26,w77,500,2000,2,-1
624,16,128,1,c220g1,cl_hdd_0_26,w77,1000,0,0,736684
625,16,128,1,c220g1,cl_hdd_0_26,w77,1000,0,1,736717
626,16,128,1,c220g1,cl_hdd_0_26,w77,1000,0,2,736617
627,16,128,1,c220g1,cl_hdd_0_26,w77,1000,1000,0,-1
628,16,128,1,c220g1,cl_hdd_0_26,w77,1000,1000,1,-1
629,16,128,1,c220g1,cl_hdd_0_26,w77,1000,1000,2,-1
630,16,128,1,c220g1,cl_hdd_0_26,w77,1000,2000,0,-1
631,16,128,1,c220g1,cl_hdd_0_26,w77,1000,2000,1,-1
632,16,128,1,c220g1,cl_hdd_0_26,w77,1000,2000,2,-1
633,16,128,1,c220g1,cl_hdd_0_26,w77,1000,5000,0,-1
634,16,128,1,c220g1,cl_hdd_0_26,w77,1000,5000,1,-1
635,16,128,1,c220g1,cl_hdd_0_26,w77,1000,5000,2,-1
636,16,128,1,c220g1,cl_hdd_0_26,w77,1000,10000,0,-1
637,16,128,1,c220g1,cl_hdd_0_26,w77,1000,10000,1,-1
638,16,128,1,c220g1,cl_hdd_0_26,w77,1000,10000,2,-1
639,16,128,1,c220g1,cl_hdd_0_26,w77,2000,0,0,626806
640,16,128,1,c220g1,cl_hdd_0_26,w77,2000,0,1,612867
641,16,128,1,c220g1,cl_hdd_0_26,w77,2000,0,2,626872
642,16,128,1,c220g1,cl_hdd_0_26,w77,2000,2000,0,-1
643,16,128,1,c220g1,cl_hdd_0_26,w77,2000,2000,1,-1
644,16,128,1,c220g1,cl_hdd_0_26,w77,2000,2000,2,-1
645,16,128,1,c220g1,cl_hdd_0_26,w77,2000,5000,0,-1
646,16,128,1,c220g1,cl_hdd_0_26,w77,2000,5000,1,-1
647,16,128,1,c220g1,cl_hdd_0_26,w77,2000,5000,2,-1
648,16,128,1,c220g1,cl_hdd_0_26,w77,2000,10000,0,-1
649,16,128,1,c220g1,cl_hdd_0_26,w77,2000,10000,1,-1
650,16,128,1,c220g1,cl_hdd_0_26,w77,2000,10000,2,-1
651,16,128,1,c220g1,cl_hdd_0_26,w77,3000,0,0,560168
652,16,128,1,c220g1,cl_hdd_0_26,w77,3000,0,1,553167
653,16,128,1,c220g1,cl_hdd_0_26,w77,3000,0,2,560298
654,16,128,1,c220g1,cl_hdd_0_26,w77,3000,1000,0,-1
655,16,128,1,c220g1,cl_hdd_0_26,w77,3000,1000,1,-1
656,16,128,1,c220g1,cl_hdd_0_26,w77,3000,1000,2,-1
657,16,128,1,c220g1,cl_hdd_0_26,w77,3000,2000,0,-1
658,16,128,1,c220g1,cl_hdd_0_26,w77,3000,2000,1,-1
659,16,128,1,c220g1,cl_hdd_0_26,w77,3000,2000,2,-1
660,16,128,1,c220g1,cl_hdd_0_26,w77,3000,5000,0,-1
661,16,128,1,c220g1,cl_hdd_0_26,w77,3000,5000,1,-1
662,16,128,1,c220g1,cl_hdd_0_26,w77,3000,5000,2,-1
663,16,128,1,c220g1,cl_hdd_0_26,w77,3000,10000,0,-1
664,16,128,1,c220g1,cl_hdd_0_26,w77,3000,10000,1,-1
665,16,128,1,c220g1,cl_hdd_0_26,w77,3000,10000,2,-1
666,16,128,1,c220g1,cl_hdd_0_26,w77,4000,0,0,541576
667,16,128,1,c220g1,cl_hdd_0_26,w77,4000,0,1,529772
668,16,128,1,c220g1,cl_hdd_0_26,w77,4000,0,2,541652
669,16,128,1,c220g1,cl_hdd_0_26,w77,4000,1000,0,-1
670,16,128,1,c220g1,cl_hdd_0_26,w77,4000,1000,1,-1
671,16,128,1,c220g1,cl_hdd_0_26,w77,4000,1000,2,-1
672,16,128,1,c220g1,cl_hdd_0_26,w77,4000,2000,0,-1
673,16,128,1,c220g1,cl_hdd_0_26,w77,4000,2000,1,-1
674,16,128,1,c220g1,cl_hdd_0_26,w77,4000,2000,2,-1
675,16,128,1,c220g1,cl_hdd_0_26,w77,4000,5000,0,-1
676,16,128,1,c220g1,cl_hdd_0_26,w77,4000,5000,1,-1
677,16,128,1,c220g1,cl_hdd_0_26,w77,4000,5000,2,-1
678,16,128,1,c220g1,cl_hdd_0_26,w77,4000,10000,0,-1
679,16,128,1,c220g1,cl_hdd_0_26,w77,4000,10000,1,-1
680,16,128,1,c220g1,cl_hdd_0_26,w77,4000,10000,2,-1
681,16,128,1,c220g1,cl_hdd_0_26,w77,10000,0,0,477039
682,16,128,1,c220g1,cl_hdd_0_26,w77,10000,0,1,479404
683,16,128,1,c220g1,cl_hdd_0_26,w77,10000,0,2,479471
684,16,128,1,c220g1,cl_hdd_0_26,w77,10000,5000,0,-1
685,16,128,1,c220g1,cl_hdd_0_26,w77,10000,5000,1,-1
686,16,128,1,c220g1,cl_hdd_0_26,w77,10000,5000,2,-1
687,16,128,1,c220g1,cl_hdd_0_26,w77,10000,10000,0,-1
688,16,128,1,c220g1,cl_hdd_0_26,w77,10000,10000,1,-1
689,16,128,1,c220g1,cl_hdd_0_26,w77,10000,10000,2,-1
690,16,128,1,c220g1,cl_hdd_0_26,w77,15000,0,0,479379
691,16,128,1,c220g1,cl_hdd_0_26,w77,15000,0,1,484101
692,16,128,1,c220g1,cl_hdd_0_26,w77,15000,0,2,491285
693,16,128,1,c220g1,cl_hdd_0_26,w11,10000,0,0,1070147
694,16,128,1,c220g1,cl_hdd_0_26,w11,10000,0,1,1069929
695,16,128,1,c220g1,cl_hdd_0_26,w11,10000,0,2,1077193
696,16,128,1,c220g1,cl_hdd_0_26,w11,10000,500,0,-1
697,16,128,1,c220g1,cl_hdd_0_26,w11,10000,500,1,-1
698,16,128,1,c220g1,cl_hdd_0_26,w11,10000,500,2,-1
699,16,128,1,c220g1,cl_hdd_0_26,w11,10000,1000,0,-1
700,16,128,1,c220g1,cl_hdd_0_26,w11,10000,1000,1,-1
701,16,128,1,c220g1,cl_hdd_0_26,w11,10000,1000,2,-1
702,16,128,1,c220g1,cl_hdd_0_26,w11,10000,2000,0,-1
703,16,128,1,c220g1,cl_hdd_0_26,w11,10000,2000,1,-1
704,16,128,1,c220g1,cl_hdd_0_26,w11,10000,2000,2,-1
705,16,128,1,c220g1,cl_hdd_0_26,w11,10000,5000,0,-1
706,16,128,1,c220g1,cl_hdd_0_26,w11,10000,5000,1,-1
707,16,128,1,c220g1,cl_hdd_0_26,w11,10000,5000,2,-1
708,16,128,1,c220g1,cl_hdd_0_26,w11,8000,0,0,1674039
709,16,128,1,c220g1,cl_hdd_0_26,w11,8000,0,1,1676532
710,16,128,1,c220g1,cl_hdd_0_26,w11,8000,0,2,1685659
711,16,128,1,c220g1,cl_hdd_0_26,w11,8000,5000,0,-1
712,16,128,1,c220g1,cl_hdd_0_26,w11,8000,5000,1,-1
713,16,128,1,c220g1,cl_hdd_0_26,w11,8000,5000,2,-1
714,16,128,1,c220g1,cl_hdd_0_26,w11,8000,10000,0,-1
715,16,128,1,c220g1,cl_hdd_0_26,w11,8000,10000,1,-1
716,16,128,1,c220g1,cl_hdd_0_26,w11,8000,10000,2,-1
717,16,128,1,c220g1,cl_hdd_0_26,w11,8000,15000,0,-1
718,16,128,1,c220g1,cl_hdd_0_26,w11,8000,15000,1,-1
719,16,128,1,c220g1,cl_hdd_0_26,w11,8000,15000,2,-1
720,16,128,1,c220g1,cl_hdd_0_26,w11,6000,0,0,2818258
721,16,128,1,c220g1,cl_hdd_0_26,w11,6000,0,1,2832416
722,16,128,1,c220g1,cl_hdd_0_26,w11,6000,0,2,2791242
723,16,128,1,c220g1,cl_hdd_0_26,w11,6000,5000,0,-1
724,16,128,1,c220g1,cl_hdd_0_26,w11,6000,5000,1,-1
725,16,128,1,c220g1,cl_hdd_0_26,w11,6000,5000,2,-1
726,16,128,1,c220g1,cl_hdd_0_26,w11,6000,10000,0,-1
727,16,128,1,c220g1,cl_hdd_0_26,w11,6000,10000,1,-1
728,16,128,1,c220g1,cl_hdd_0_26,w11,6000,10000,2,-1
729,16,128,1,c220g1,cl_hdd_0_26,w11,6000,15000,0,-1
730,16,128,1,c220g1,cl_hdd_0_26,w11,6000,15000,1,-1
731,16,128,1,c220g1,cl_hdd_0_26,w11,6000,15000,2,-1
732,16,128,1,c220g1,cl_hdd_0_26,w11,4000,0,0,5165435
733,16,128,1,c220g1,cl_hdd_0_26,w11,4000,0,1,5156580
734,16,128,1,c220g1,cl_hdd_0_26,w11,4000,0,2,5159771
